word,1501-1550,1551-1600,1601-1650,1651-1700,mean,in_lila_embeddings,in_lasla,in_operamaiora,transl
uigilia,263,1634,282,365,636.0,True,True,True,
excido,522,1040,417,564,635.75,False,True,False,"perish, disappear, escape, fall out, be deprived of, lose control of senses"
tudo,495,1068,257,717,634.25,False,False,False,
desero,375,820,545,797,634.25,True,True,True,"stop, cease (+infin.)"
senex,481,903,514,637,633.75,True,True,True,"later, after"
cantus,458,880,438,756,633.0,True,True,True,"tire, iron ring around a carriage wheel, wheel"
ambo,382,1327,417,406,633.0,True,True,True,both
decus,335,434,584,1174,631.75,False,True,False,"glory/splendor, honor/distinction, deeds, dignity/virtue, decorum, grace/beauty"
canon,268,1864,191,202,631.25,False,False,True,"canon, ecclesiastical title, member of canonry/cathedral chapter, Augustinian"
decretum,466,966,468,624,631.0,False,True,False,"decide, settle, decree, decide/settle/determine/resolve, decree/declare/ordain, judge, vote for/contend, Decide, decide/settle/determine/resolve, decree/declare/ordain, judge, vote for/contend, Decide"
pasco,400,1157,356,610,630.75,True,True,True,"feed, feed on, graze"
perduco,452,1284,307,480,630.75,True,True,True,"lead, guide, prolong, induce, conduct, bring through"
felix,486,684,584,768,630.5,True,True,True,"lucky, successful"
uictoria,376,1045,375,726,630.5,True,True,True,
examen,325,381,821,991,629.5,False,True,False,"exam/test, apparatus/process of weighing, balance"
apis,454,778,585,700,629.25,True,True,True,"fasten, attach, join, connect, bind"
curuus,218,661,532,1105,629.0,True,True,True,
tium,413,959,342,799,628.25,False,False,False,
odium,472,944,353,744,628.25,True,True,True,hatred
comprimo,376,980,384,771,627.75,True,True,True,"press/squeeze together, fold, crush, hem/shut/keep/hold in, copulate (male)"
utrum,183,858,613,856,627.5,True,True,True,"either, which (of two), each"
impedimentum,214,963,539,791,626.75,True,True,True,"hindrance, impediment, heavy baggage (of an army) (pl.)"
debilitas,146,1821,308,230,626.25,True,True,True,"weaken/disable/incapacitate/impair/maim/lame/cripple, deprive of power (to act)"
meta,425,739,547,793,626.0,True,True,True,"(1.) turning post, goal (2.) limit"
structura,228,787,410,1079,626.0,False,True,False,"build, construct"
aggredior,426,923,368,785,625.5,True,True,True,"approach, advance, attack, assail, undertake, seize (opportunity), attempt"
acidus,258,835,523,881,624.25,False,True,False,"acid/sour/bitter/tart, sour-smelling, soaked in vinegar, shrill, sharp-tongued"
tura,419,1152,310,615,624.0,False,False,False,frankincense
eruo,303,590,655,948,624.0,True,True,True,"pluck/dig/root up, overthrow, destroy, elicit"
tenebrae,333,828,589,745,623.75,False,True,False,"darkness (pl.), obscurity, night, dark corner, ignorance, concealment, gloom"
subsum,377,1103,375,639,623.5,True,True,True,"pig, pork, swine"
mi,613,867,371,642,623.25,False,False,False,my
lunaris,246,507,425,1315,623.25,True,True,True,"make crescent-shaped, curve"
praestantus,302,1182,493,515,623.0,False,False,False,
quocun,372,976,578,566,623.0,False,False,False,
rhenus,578,955,238,720,622.75,False,True,False,Rhine
inuestigo,365,1017,459,647,622.0,True,True,True,
aegritudo,241,1976,95,172,621.0,True,True,True,"sickness, disease, grief, sorrow, affliction, anxiety, melancholy"
triticum,609,984,365,523,620.25,True,True,True,wheat
luceo,179,901,586,814,620.0,True,True,True,"shine, emit light (heavenly body), dawn, cause to shine, be clear/evident"
uitreus,228,1031,506,715,620.0,True,True,True,
ramulus,522,1152,478,328,620.0,False,False,False,"twig, little branch/bough"
bitumen,516,534,806,622,619.5,False,True,False,"bitumen, pitch, asphalt (generic name for various hydrocarbons)"
ros,212,1358,332,575,619.25,True,True,True,"dew, light rain, spray/splash water, [ros marinus/maris => rosemary]"
iucundus,578,1061,411,426,619.0,True,True,True,"pleasant, delightful, agreeable, pleasing"
consuesco,399,1261,354,460,618.5,True,True,True,"accustom oneself, become/be accustomed/used, inure, habituate, familiarize"
pecunia,383,1118,237,734,618.0,True,True,True,money
masculus,504,1076,378,514,618.0,True,True,True,"male/masculine, proper to males, manly/virile"
conduco,510,934,408,617,617.25,True,True,True,"be of advantage, be profitable, be expedient, be proper, be fitting, be concerned with, tend to"
decet,396,937,449,687,617.25,True,True,True,
xvii,269,671,674,849,615.75,False,False,False,
diligo,347,1129,428,558,615.5,True,True,True,"esteem, love"
emineo,386,946,418,711,615.25,True,True,True,"stand out, be prominent/preeminent, excel, project"
pluuia,334,909,457,758,614.5,False,True,False,
nato,344,972,377,759,613.0,True,True,True,"born, descending (from)"
lauo,619,1293,392,148,613.0,True,True,True,
arca,94,383,207,1765,612.25,True,True,True,"box, chest, strong-box, coffer, wealth, money, coffin, bier, cell, cage, ark"
pristinus,305,684,622,833,611.0,True,True,True,"ancient, former, previous"
lepor,314,1374,192,561,610.25,False,True,False,"charm, pleasantness"
progressus,393,486,532,1030,610.25,True,True,True,proceed
hebraei,108,794,167,1372,610.25,False,False,False,"Hebrew, Jewish"
opto,334,826,450,830,610.0,True,True,True,"choose, select, wish, wish for, desire"
sagitta,429,948,569,491,609.25,True,True,True,shoot arrows
rumpo,561,1053,333,490,609.25,True,True,True,"break, destroy"
sexus,319,956,480,678,608.25,True,True,True,"sex, sexual organs"
creta,583,863,495,489,607.5,False,True,False,"distinguish, discern, perceive"
fluctus,463,631,631,703,607.0,True,True,True,"wave, disorder, flood, flow, tide, billow, surge, turbulence, commotion"
rarò,103,1045,426,850,606.0,False,False,False,"seldom, rare"
dubitatio,210,1360,442,411,605.75,True,True,True,"doubt, irresolution, uncertainty, wavering, hesitation, questioning"
peripateticus,157,1074,440,752,605.75,True,True,True,of/belonging to the Peripatetic (Aristotelian) school of philosophy
uirus,568,1163,350,340,605.25,False,True,False,
egeo,311,1277,441,391,605.0,True,True,True,"need, lack, want"
depono,246,899,447,825,604.25,True,True,True,
effero,313,1079,319,705,604.0,True,True,True,"make wild/savage/barbaric, brutalize, exasperate"
extinguo,327,1031,450,608,604.0,False,False,False,"quench, extinguish, kill, destroy"
rubeo,357,1070,510,478,603.75,False,True,False,"be red, become red"
suspicio,241,659,508,1001,602.25,True,True,True,"look up to, admire"
aedificium,270,806,611,720,601.75,True,True,True,"building, house"
attendo,276,679,457,994,601.5,True,True,True,"turn/stretch towards, apply, attend/pay (close) attention to, listen carefully"
syria,646,760,373,627,601.5,False,True,False,Syria
coeli,117,419,919,950,601.25,False,False,False,"sky, heaven, heavens, space, air, climate, weather, universe, world, Jehovah"
influo,310,1215,398,479,600.5,True,True,True,"flow into, flow"
annoto,272,822,596,709,599.75,True,True,True,"note/jot down, notice, become aware, mark, annotate, record, state, designate"
riuus,415,929,460,594,599.5,True,True,True,
nos,327,852,363,856,599.5,False,True,False,"I, you, he/she/it (personal pronoun)"
candor,377,676,536,807,599.0,True,True,True,"whiteness, snow, radiance, bright light, heat, glow, beauty, purity, kindness"
nota,471,573,488,860,598.0,True,True,True,"famous, known, noted, popular"
dionysius,419,954,528,490,597.75,True,True,True,"Dionysius (long y), Dennis (Ecc), St Dennis of Paris"
septentrionalis,562,756,682,387,596.75,False,True,False,"northern, north-, in northern hemisphere (constellations), North (Sea)"
turba,303,761,527,796,596.75,True,True,True,"uproar, disturbance, mob, crowd, multitude"
scapula,803,786,500,296,596.25,True,True,True,"shoulder-blades (pl.), shoulder, back, wings (Ecc)"
seneca,461,372,425,1124,595.5,True,True,True,"Seneca, playwright, philosopher"
fuga,351,941,482,603,594.25,True,True,True,"escape, flight"
profiteor,319,627,470,961,594.25,True,True,True,"declare, profess"
reg,162,771,474,970,594.25,False,False,False,
palus,476,905,435,559,593.75,False,True,False,"stake/pile/pole/unsplit wood, peg/pin, execution stake, wood sword, fence (pl.)"
prouidentia,335,1290,247,500,593.0,True,True,True,
pastor,442,824,338,768,593.0,True,True,True,"shepherd, herdsman"
induo,271,742,560,798,592.75,True,True,True,"put on, clothe, cover, dress oneself in, [se induere => to impale oneself]"
profunditas,146,716,541,967,592.5,False,False,True,"depth, intensity, vastness, immensity, darkness"
turris,323,499,515,1029,591.5,True,True,True,"tower, high building, palace, citadel, dove tower, dove cot"
sco,453,1010,365,538,591.5,False,False,False,
gladius,298,929,424,713,591.0,True,True,True,"military sword, kind of short sword, (figuratively) aggression, violent act, killing, (figuratively) the profession of the gladiator, (figuratively) armed person, agriculture coulter, plough blade, ichthyology swordfish"
ulcerum,377,1681,157,146,590.25,False,False,False,"ulcer, sore"
subterraneus,160,303,387,1509,589.75,False,False,False,"subterranean, underground"
nasus,379,1340,334,304,589.25,True,True,True,nose
sitis,451,1024,404,476,588.75,True,True,True,"be, exist"
abstineo,410,1060,346,539,588.75,True,True,True,keep away
historicus,342,394,638,977,587.75,True,True,True,historical
mortuus,338,853,405,755,587.75,False,True,False,dead
persicus,532,768,377,673,587.5,False,True,False,Persian
damnum,257,723,546,822,587.0,True,True,True,"financial loss, property loss, physical loss, damage, injury, forfeiture, fine, lost possession, damn"
furor,448,870,482,548,587.0,True,True,True,"rave, rage, be mad/furious, be wild"
mensa,396,731,456,760,585.75,True,True,True,"table, dining, dish, course"
ho,462,1007,305,568,585.5,False,False,False,
functio,485,966,533,357,585.25,False,False,False,"execution, performance, carrying out (of a task)"
contemplatio,235,1081,460,564,585.0,True,True,True,"view, survey, taking aim, contemplation, consideration, study, meditation"
inuentum,595,972,372,401,585.0,False,True,False,Wind
dissero,449,869,427,592,584.25,True,True,True,"unfasten, unbar, unlock"
por,341,982,304,710,584.25,False,False,False,
censo,329,696,462,849,584.0,False,False,False,"think/suppose, judge, recommend, decree, vote, determine, count/reckon, assess"
beatus,515,707,434,680,584.0,True,True,True,"happy, sacred, holy, blessed, blissful, ""Saint"" (in early Church, less formal)"
conatus,177,600,429,1126,583.0,True,True,True,"try, attempt"
intersum,351,759,426,795,582.75,True,True,True,"rub, wipe, wipe off, wipe dry, clean, cleanse"
draco,384,898,308,739,582.25,True,True,True,"dragon, snake"
rubra,293,821,565,650,582.25,False,False,False,"red, ruddy, painted red, [Rubrum Mare => Red Sea, Arabian/Persian Gulf]"
ceruix,518,881,321,608,582.0,True,True,True,
iouis,669,579,201,877,581.5,False,False,False,
laurus,648,976,374,325,580.75,False,True,False,"laurel/bay tree/foliage/sprig/branch (medicine/magic), triumph/victory, honor"
caecus,487,733,498,602,580.0,True,True,True,"(1.) lacking light (2.) (literally) blind, (figurative) morally or mentally blind; blinded, (figurative) aimless, vague, indiscriminate (3.) (literally) cannot be seen, (figurative) cannot be known; invisible, concealed, hidden, secret, obscure, dark"
conscribo,500,647,441,728,579.0,True,True,True,"enroll/enlist/raise (army), write on/down, commit to/cover with writing, compose"
recessus,360,593,555,808,579.0,True,True,True,"recede, go back, withdraw, ebb, retreat, retire, move/keep/pass/slip away"
descensus,194,701,473,946,578.5,True,True,True,"descend, climb/march/come/go/flow/run/hang down, dismount, penetrate/sink"
thesaurus,245,502,567,1000,578.5,True,True,True,"treasure chamber/vault/repository, treasure, hoard, collected precious objects"
can,451,1026,197,640,578.5,False,False,False,
instruo,277,622,385,1029,578.25,True,True,True,"construct, build, prepare, draw up, fit out, instruct, teach"
innuo,367,714,434,796,577.75,True,True,True,nod or beckon (to)
intro,322,1026,375,585,577.0,True,True,True,"enter, go, enter, go"
consimilis,317,1049,361,578,576.25,True,True,True,"like, very similar, similar in all respects (L+S)"
duplico,231,640,566,867,576.0,True,True,True,"double, bend double, duplicate, enlarge"
venerem,316,776,417,794,575.75,False,False,False,"Venus, Aphrodite (god of love)"
honestus,479,827,403,592,575.25,True,True,True,"distinguished, reputable, respected, honorable, upright, honest, worthy"
felicitas,360,700,404,831,573.75,True,True,True,"Happiness, Integrity and Knowledge"
menstruus,333,945,521,494,573.25,True,True,True,"monthly, happens/done/paid every month, of/lasting for/consisting of a month"
perdo,283,830,419,756,572.0,True,True,True,"ruin, destroy, lose, waste"
uergo,564,858,439,427,572.0,True,True,True,
insinuo,315,670,302,991,569.5,True,True,True,"push in, work in, creep in, insinuate"
sanguineus,240,991,443,602,569.0,True,True,True,"bloody, bloodstained, blood-red"
dos,348,857,514,553,568.0,True,True,True,"dowry, dower, talent, quality"
exspecto,225,559,362,1125,567.75,False,True,False,expect
obnoxius,257,804,473,737,567.75,True,True,True,"liable, guilty"
adeps,493,1480,132,164,567.25,True,True,True,"marrow, fat, best part of meat, richness, best, finest"
rius,344,820,315,784,565.75,False,False,False,
oro,402,790,446,624,565.5,True,True,True,"pray, beg"
pallidus,322,1066,494,377,564.75,True,True,True,"pale, yellow-green"
asperus,439,1120,347,348,563.5,False,False,False,"rough, harsh"
lectus,395,811,400,648,563.5,True,True,True,"chosen, picked, selected, choice, excellent"
sterilis,425,827,555,445,563.0,True,True,True,"barren, sterile, fruitless, unprofitable, futile"
constringo,286,1116,365,485,563.0,True,True,True,"bind fast/tight, tie up/together, confine, restrain, hinder, inhibit, control"
coctum,503,1180,329,239,562.75,False,False,False,"cook, boil, fry, bake, burn, parch (sun), stir up, ripen, mature (plot), digest"
iustitia,328,1222,394,298,560.5,True,True,True,"justice, equity"
conflo,291,843,437,671,560.5,True,True,True,"kindle/ignite, blow on, arouse/stir up, melt (down), cast/weld, run up debt"
dioscoridem,1065,767,191,218,560.25,False,False,False,
praecipio,531,1067,241,401,560.0,True,True,True,"take or receive in advance, anticipate, warn, order, teach, instruct"
optimè,111,925,423,780,559.75,False,False,False,"(1.) good, great, pleasant, favorable, valuable (2.) able, useful, satisfactory, talented, efficient"
institutum,335,678,439,784,559.0,False,True,False,"build, establish"
admirabilis,250,674,566,744,558.5,True,True,True,"admirable, wonderful, strange, astonishing, remarkable, paradoxical, contrary"
fodina,306,436,502,986,557.5,False,False,False,"mine, pit"
statua,300,561,466,902,557.25,True,True,True,statue
imbecillus,267,1430,272,259,557.0,False,True,False,"weak/feeble, delicate (plant), fragile, ineffective, lacking in power/resources"
sexti,593,757,300,577,556.75,False,False,False,Sixth
inter,285,652,423,866,556.5,True,True,True,"(1.) between (2.) in between, among themselves"
lon,409,647,888,282,556.5,False,False,False,
modero,422,1193,270,340,556.25,False,False,True,"check, slow down, control"
